,reviews,senti
845,good product best photographybuy zoom lens experiencegood beginner,1
846,cardi happy,1
847,memory card,1
848,good beginner,1
849,nice qualityfocus excellent,1
850,given camara lens,1
851,happy great quality picture,1
852,canon always best,1
853,good option beginner best combination would lens,1
854,easy handling mobile also quality excellent,1
855,good photo quality,1
856,good beginner,1
857,wonderful product superb amazon delivery,1
858,best camera beginner,1
859,best beginner,1
860,memory card main draw back,1
861,good camera beginner learn photography,1
862,good product beginnerspicture quality much goodbut nice product home photography,1
863,good,1
864,received damaged used item,0
865,wonderful camera beginner easily camera take super snap perfect option beginner,1
866,good,1
867,wooowww,1
868,best camera outdoor,1
869,best camera learning photography photo sharing wifi awesome,1
870,easy beginner,1
871,beginner camera awesome thank canon giving dslr price range,1
872,perfect beginner photographer,1
873,nice camera budget,1
874,received canon eosd storage card protector lence cost hdfc banki love happy product,1
875,good,1
876,start photography camera give experience,1
877,bought capture moment family friend beauty capturing memory,1
878,nice product,1
879,good,1
880,good,1
881,good family photo beginner good result lens,1
882,previously informed support external thats give star,1
883,nice pictur quality,1
884,flash light complained major mistake,0
885,nice camera budget,1
886,giving star meansthe sufficientits conjusted bought good product,1
887,super dooper camera double lens loving take photo soon become photographer,1
888,loving lens awsm,1
889,didnt receive camera cardso disappointed,0
890,compact able lens well choice worth makinggood camera beginner,1
891,product good condition best beginner overall liked product,1
892,user friendly,1
893,dont much noise even auto focus nikon,0
894,wonderful camera true value money product gifted friend,1
895,great camera using dslr first time problem landscape long distance photo good,1
896,missing touch screen display camerathe camera good month experience good,1
897,sach awesome product range happy,1
898,excellent,1
899,good product recommend beginner also experienced person also nice camera,1
900,wonderful cemra ilke picture quality good,1
901,super product,1
902,nice product price range,1
903,nice,1
904,best,1
905,love camera,1
906,good product beginner,1
907,excellent,1
908,,1
909,taken installment installment hasnt taken account know itll taken,1
910,awesome,1
911,superb,1
912,nice camera awesome feature reasonble cost,1
913,good,1
914,terrific experience proceed,1
915,good,1
916,picture quality good good,1
917,best entry level dslr canon great beginner,1
918,lens received single lens trying customare care connectedi satisfy,1
919,good product brought offer explore much hope good product,1
920,camera unit good battery charging charger blink rapidly,1
921,amazing camera price best across online platform picture quality great loved,1
922,good price specially beginner,1
923,picture quality auto focus also dispointed,0
924,nice camera nice featuresuper camera quality,1
925,best camera begin photographer,1
926,receive lens late notice since person dslr help,1
927,good product beginner,1
928,best camera,1
929,product good looking nice picture quality super,1
930,card missing package,0
931,cannon brand speaks awesome product,1
932,awsume picture quality remote control system good attractive love canon,1
933,overall good product beginner,1
934,packaging good inculde carry case bill product doesnt provide,1
935,dont know,1
936,excellent easy learn dslr photography great product,1
937,best choice beginnersmust productcanon always,1
938,good quality picture easy feature worth money,1
939,beginner,1
940,good value money fact steal price sufficient beginner built flash irritating,0
941,good beginner,1
942,nice camera beginner price rage costly camera,0
943,best camera beginner,1
944,experience batter,1
945,best camera market beginner price range,1
946,good,1
947,little heavy,1
948,good photographer know read option instrument superb product,1
949,good product didnt receive memory card,1
950,best dslr beginnersi diwali selldelivered packaging good,1
951,excellent,1
952,good product specially beginner start,1
953,nice product also budget price product really loved thanks amazon,1
954,,1
955,waste money suitable flash available dont canon waste money heavy headache product,0
956,good auto focus blur background,1
957,beginner best camera,1
958,auto focus working properly picture quality good,1
959,recived battery problem battery charge return,0
960,need auto focus good begginers,1
961,good,1
962,best dslr beginner,1
963,best camera beginnersvery easy handleeven good quality night well,1
964,great camera although slow focus macro incapable good quality,1
965,good beginner,1
966,easy good picture quality,1
967,good,1
968,good camera purchase double lens,1
969,suited beginnersauto focus mode badpicture quality reasonable price,1
970,nice camera perfect picture quality delivery,1
971,well product,1
972,baught,1
973,good,1
974,,1
975,picture quality great delivered best beginner happy product,1
976,didn receive memory card,1
977,good quality,1
978,good beginner,1
979,good beginner,1
980,lens working purchase dont know somebody suggest please,1
981,awesome camera super picture quality,1
982,momery card working replace,1
983,camera fabulous,1
984,good quality time limiter stop video automatically minute hard draw back,1
985,nice,1
986,good quality image worth money good camera price range,1
987,best price money canon dgood picture,1
988,best,1
989,camera,1
990,beginner best budget dslr,1
991,good,1
992,amazing picture quality,1
993,average picture quality camera good,1
995,nice product best beginner amazon delivered time neat packing worth purchase,1
996,love camera,1
997,picture quality good,1
998,good nice beginner,1
999,happy,1
1000,handy user sometimes auto focus work properly,1
1001,worth amount,1
1002,good beginner,1
1003,awesome camera good price good value money,1
1004,picture quality awesome,1
1005,dslr canond good,1
1006,good,1
1007,best beginner,1
1008,good basic camera good fresher,1
1009,viewed youtube video purchasing camera fake,0
1010,nice,1
1011,first dslr happy,1
1012,super camera,1
1013,really like camera every thing perfect,1
1014,good product warranty already registered purchased,1
1015,good beginner setting lendhy make understand good product good price,1
1016,picture quality good amazing camera beginner,1
1017,best beginner photography,1
1018,super quality starting tele lens,1
1019,excellent product,1
1020,slow,1
1021,awesome product,1
1022,good product kand picture quality good,1
1023,product quality good think product duplicated,1
1024,perfect beginner,1
1025,picture quality amazing,1
1026,show problem worst canon dont product care full,0
1027,picture quality type increase,1
1028,beginner awesome product auto focusing,1
1029,good,1
1030,really good camera beginner great pricing,1
1031,branded model according market rupee,1
1032,nice picture quality,1
1033,canon full beginner best camera budget beginner,1
1034,amazing dslr,1
1035,like wifi connection mobile camera super operate,1
1036,good beginner,1
1037,first camera happy want good camera price close,1
1038,first dslr best product beginner awesome picture must,1
1039,best camera biggnersbut photo quality like biggner awasome,1
1040,picture quality superb best beginner,1
1041,fantastic beginner,1
1042,suitable video youtube better,1
1043,,1
1044,using canon prime lens good starting camera beginnera,1
1045,good beginner,1
1046,good product,1
1047,good picture quality easy,1
1048,great picture quality best beginner auto focus work well give best photo,1
1049,,1
1050,dislikeall good,1
1051,shoe problem occurs external flash doesnt supporting,0
1052,nice,1
1053,camera biggners,1
1054,good quality product,1
1055,best camera,1
1056,product great beginner like,1
1057,good,1
1058,good photogarhy video,1
1059,love camera beginner,1
1060,defective productnot happy amazon,1
1061,nice bigginers best dslr,1
1062,awsome,1
1063,connect camera otherwise product good beginner,1
1064,camera quality best item missing package,1
1065,memory card missing,0
1066,good qualityduplicate product,1
1067,nice,1
1068,nice dslr worth every penny easy amazing proud,1
1069,good beginner,1
1070,beginnersits good onethere option need explore,1
1071,best quality picture,1
1072,amazing dslrpicture quality awesomeeasy,1
1073,memory card included,1
1074,like camera beginersworthful,1
1075,overall good beginner,1
1076,good camera auto focus good,1
1077,good lower budget,1
1078,entry lavel dslr camera beginnersgetting prime lens best option,1
1079,camera picture quality,1
1080,good beginner,1
1081,good product delivered within time,1
1082,user friendly camera,1
1083,great product beginner,1
1084,picture quality good,1
1085,worth full productdont think,1
1086,awesome product,1
1087,satisfied picture quality although product fine rupee,1
1088,amazon delivered defective item recommended anyone,0
1089,best beginner dout worth money bought,1
1090,received package without camera unit,1
1091,good product,1
1092,easy beginner good quality,1
1093,nice product good quality nice delivery,1
1094,charger working properly visited near canon service center response,0
1095,good product helpful photography,1
1096,good quality,1
1097,best camera beginner personal would,1
1098,good,1
1099,good product,1
1100,amazing product nicely packed,1
1101,like firm thumb grip camera video quality wonderful light weight easy handle auto focus upto markz,1
1102,good,1
1103,awesome camera beginner wifi system cool easy care,1
1104,value money,1
1105,camera beginner cheap compare daddy like mirroless camera model,1
1106,purchase extract curicullar activity,1
1107,browser support html video great experience,1
1108,veey good camera beginner good feature good camere qualiti price,1
1109,nice camera nice dslr,1
1110,best beginnersand another lens choice picture quality superb,1
1111,super,1
1112,good product beginnersand affordable price,1
1113,super,1
1114,thank much,1
1115,continuous shoot slow pronama modelow light shooting better,1
1116,good photography,1
1117,good,1
1118,good product,1
1119,bought good beginner,1
1120,product amazing video quality poor focusing problem,0
1121,good,1
1122,good product using auto mode noob,1
1123,superb,1
1124,product better feature,1
1125,ossum experience,1
1126,awesome camera beginner,1
1127,product wise good dont purchase product amazon didnt cash back worst amazon service,0
1128,nice good camera,1
1129,happy product canon,1
1130,great compared expectation,1
1131,osam picture quality delivary amazon,1
1132,nice device beginner well packaged,1
1133,good beginner,1
1134,browser support html video product received open condition,1
1135,awesome,1
1136,goodgood enough beginner,1
1137,good quality product perfect beginner,1
1138,batary quality bater memory suport video quality normal foto quality normal,1
1139,like productcanon best deal,1
1140,great beginner auto focus making noise take time focuspicture quality excelent,1
1141,lens lens jammed cannot open camera otherwise working fine dealer please call comment,1
1142,excellent camera value money blur sharp image captured recommend,1
1143,happy product thank canon nice product,1
1144,good camera beginnersgood packingfast delivery,1
1145,awesome,1
1146,jesa maine socha usse kafi accha dslr love body lense,1
1147,best beginner nice product worth money,1
1148,good entry level dslr must product,1
1149,good beginner,1
1150,nice begning,1
1151,fine,1
1152,price beautiful offering canon satisfied product,1
1153,kind,1
1154,excellent product beginner,1
1155,good beginner,1
1156,continuous shoot hang camera,0
1157,beginner best camera grab deal start enjoy photography,1
1158,picture quality good video recording baddont video purpose,1
1159,worthi suggest,1
1160,liked product much,1
1161,super camera best beginner canon,1
1162,overal quality good,1
1163,battery backup auto focus take much time make sound video,1
1164,best camera,1
1165,good,1
1166,product never purchase,0
1167,great product couldve better best camera beginner photographer,1
1168,good clarity,1
1169,good camera beginner,1
1170,easy beginner learn photography using camera,1
1171,camera closing best camera beginners,1
1172,nice camera beginner,1
1173,good product easy learn tactic photography best amatures,1
1174,amazing equipment beginner easy figure setting even without guide,1
1175,nice image quality,1
1176,best budget camera,1
1177,nice product love shop amazon,1
1178,video focusing problem,0
1179,awesome product always canon best,1
1180,first dslr best reasonable price beginner enjoying buddy,1
1181,,1
1182,value money,1
1183,happy nice product thanks amazon,1
1184,best product beginner cheap price,1
1185,like product recommend product everyone,1
1186,best,1
1187,first time used dslr photo look professional auto modevery satisfied,1
1188,good,1
1189,goood,1
1190,perfect beginner dslr camera loren photography,1
1191,awesome camera beginner worthy price,1
1192,focus,1
1193,product worth cost easy handle good picture video quality,1
1194,good,1
1195,good,1
1196,best camera beginner thanks canon amazon full fill dream lowest price,1
1197,nice camera beginers,1
1198,autofocus good take time focus,1
1199,best product beginner,1
1200,good beginner picture quality goodbest camera price,1
1201,excellent dslr beginner value money,1
1202,wonderful camera beginner,1
1203,working good,1
1204,good camera begginersbut wifi working onlyplease tell,1
1205,option took almost learnhow click different mode,1
1206,picture best beginner,1
1207,card missing package,0
1208,good beginner insta devsmikiphotography,1
1209,excellant,1
1210,good entry level camera little practice take good,1
1211,good product,1
1212,great product beginntes best product given price rangeoffers variety shooting option,1
1213,amazing picture quality happy this,1
1214,good quality delevery wrost amazon wrost,1
1215,waste,0
1216,good beginner,1
1217,superb product like quality,1
1218,good,1
1219,nice product,1
1220,first camera picture quality good even night,1
1221,quality night,0
1222,absolutely awesome,1
1223,handy dslr beginnerseasy user interface,1
1224,good product beginner,1
1225,liked product picture quality camera wonderful good beginner thanks,1
1226,nice camera beginner zoom lens require creating better blur,1
1227,good product,1
1228,best canon camera ever sprtnq,1
1229,good quality product,1
1230,nice camera,1
1231,nice camera beginner really enjoyed using,1
1232,perfect camera beginner must searching dslr,1
1233,excellent camera fullt satisfied product small disappointed cable provided,1
1234,nice,1
1235,much like,1
1236,cannon always good,1
1237,nice handle,1
1238,super amazing product,1
1239,good beginner camera,1
1240,beginner,1
1241,nice camera picture quality good easy body handi nice video recording,1
1242,perfect price range,1
1243,good dslr beginner quality came camera could better,1
1244,superb camera,1
1245,worth money spent product delivered safely time good offer price,1
1246,auto focus beginner friendly,1
1247,bought freedom offer sale worth happy thank amazon,1
1248,purchased camera gifted daughter happy,1
1249,word super,1
1250,best,1
1251,great,1
1252,auto focus slow make much noise mostly using manual focus,1
1253,good product,1
1254,nice product,1
1255,quality dont buybuy nikon dslr canon camera camera dont,0
1256,didnt invoice item cheated invoice wont warranty,0
1257,best beginner,1
1258,superb quality,1
1259,display touch screen capture dont clear,0
1260,good product easy,1
1261,canonname sufficient,1
1262,good,1
1263,best product,1
1264,nice productthe focus point background blur amazing overall good product,1
1265,awesome beginner,1
1266,nice camera beginner,1
1267,good love,1
1268,good auto focus video good,1
1269,would recommend amazing camera,1
1270,great product great delivery amazon,1
1271,nice product beginner,1
1272,nice product beginner,1
1273,picture quality amazing auto focusing also good camera,1
1274,awesome productsuperbbbbbbi really satisfied cameraprice thank,1
1275,good product,1
1276,like camera good,1
1277,thanks,1
1278,nice dslr beginner,1
1279,product good picture quality good,1
1280,excellent purchasenice image qualitymust beginner,1
1281,good product proper give better quality,1
1282,good quality product,1
1283,picture quality awesomeawesome product canon beginner,1
1284,photo took lens awesome long range,1
1285,good,1
1286,good purchase,1
1287,didnot earphone free product,1
1288,nice,1
1289,good camera,1
1290,super product good pricei easily recommend,1
1291,great,1
1292,really good product beginner,1
1293,good enough thinking,1
1294,best photo quality,1
1295,super camera spot metering,1
1296,worth product,1
1297,camera also includes great feature like wifi connectivity,1
1298,great beginner,1
1299,,1
1300,nice,1
1301,price good,1
1302,amazingbest beginner,1
1303,wonderful,1
1304,nice product,1
1305,good beginnersauto focus picture quality good,1
1306,like lenve packing camera,1
1307,value money good product,1
1308,great beginner,1
1309,goud,1
1310,overall camera good value money,1
1311,received product mentioned accessory good packaging,1
1312,quality poor,0
1313,nice choice buied,1
1314,external working model good youtubers video creator,1
1315,good produck value money,1
1316,excellent productespecially best beginner,1
1317,value money,1
1318,best dslr beginner,1
1319,take time auto focus,1
1320,like mobile camera,1
1321,good budget dslr camera,1
1322,love amazon package productswell good product,1
1323,nice product first time dslr user,1
1324,nice product,1
1325,really good beginner,1
1326,good handle quality good,1
1327,loved,1
1328,good beginner,1
1329,outstanding product amazon,1
1330,good,1
1331,good battery backup,1
1332,class,1
1333,noticed microphone input,1
1334,good,1
1335,perfect beginner,1
1336,focusing take alot time good beginner picture quality good easy handelling,1
1337,overall opinion good camera beginner,1
1338,picture quality amazing,1
1339,awesome deal,1
1340,best start,1
1341,super camera accessory excellent camera quality good,1
1342,excellent product,1
1343,beginner,1
1344,good camera beginner,1
1345,good beginner,1
1346,really like,1
1347,good easy beginner good knowledge required operate,1
1348,nice video quality photo graphy lens,1
1349,turely camera awesome thanks amazon,1
1350,nice camera good build quility fast delevery thanks amazone,1
1351,good start beginner,1
1352,handling camera easy,1
1353,good initial buyer,1
1354,good product,1
1355,best price best camera,1
1356,find camera case delivary,1
1357,product expectedauto focus awesome picture quality,1
1358,superb camera bought saleonly issue cannon lens costly,1
1359,awesome,1
1360,wonder product really like,1
1361,product good photography product price paying,1
1362,picture quality,1
1363,camera good picture quality worth cost,1
1364,perfect user start carrior,1
1365,received defective camera happy,1
1366,best price,1
1367,good camera,1
1368,auto focus point helpful beginnersquality also good,1
1369,best quality,1
1370,begainer,1
1371,best,1
1372,worth buying,1
1373,received lense camera exchange return soon possible,1
1374,choice best camera range bought summer sale,1
1375,value purchase good product,1
1376,good beginner,1
1377,good product beginningsit first dslr,1
1378,good beginner,1
1379,excellent product best dslr beginner easy portable stylish,1
1380,best budget,1
1381,supper camera,1
1382,good,1
1383,like auto focus,1
1384,auto focus capacity good picture quality also good,1
1385,amazing camera,1
1386,super product,1
1387,great product canon specially beginner speedy amazon delivery,1
1388,good product beginner well professional also,1
1389,good product,1
1390,excellent beginner,1
1391,good image quality functionalitiesgo,1
1392,single superate button video shot,1
1393,best cemara beginner,1
1394,youre beginner,1
1395,good camera beginner photographer,1
1396,good dont video recorder,1
1397,everything fine,1
1398,excellent,1
1399,awesome camera beginner taking camera budget,1
1400,good averagebut canon better canon,1
1401,good camera,1
1402,best beginner worth money value,1
1403,price good,1
1404,brilliant purchasefor beginnersmust buyit,1
1405,good picture quality,1
1406,nicely covered delivered time defect product picture quality great thanks amazon,1
1407,good,1
1408,excellent good camera beginner,1
1409,awesome camera limitation blur image value money,1
1410,yeah best beginner like,1
1411,beginner camera,1
1412,good price,1
1413,nice product beginnerszzz beginnerszz learn function provided camera,1
1414,shutter make noise interface easy simple,1
1415,video sooting,1
1416,best camera blindly thnqu amazon giving product,1
1417,absolutely perfect camera beginner canon,1
1418,good beginner handle care required,1
1419,easy usegood picture quality,1
1420,light performance else wonderful,1
1421,nice camera canon best,1
1422,worth,1
1423,best beginner auto focus good picture quality medium best camera,1
1424,proper bill warranty,1
1425,focus little noisy overall good,1
1426,good,1
1427,better touch screen hard toggle button,1
1428,good budget camera,1
1429,bigginer like best entry level dslr,1
1430,good product,1
1431,good product budget beginner liked much,1
1432,amazing camera price,1
1433,like camera unsatisfied product amazon,1
1434,flash light missing,0
1435,awesome camera better equal also,1
1436,best camera range,1
1437,beautiful beginner,1
1438,value money,1
1439,shoe problem theredont purchase professionally using,0
1440,price high,1
1441,best camera beginner,1
1442,outstanding productjust looking,1
1443,good beginner love live view shooting slow otherwise good,1
1444,best product price,1
1445,awesome product mind bloowing,1
1446,good beginner,1
1447,good,1
1448,good,1
1449,overall camera best best beginnersbut auto focusing time consuming,1
1450,happy product quility,1
1451,begginers difficult,0
1452,good product worth money,1
1453,nice easy picture quality superb,1
1454,begineers best picture quality auto focus,1
1455,cant called perfect dslrbut good beginner,0
1456,supar,1
1457,good beginner,1
1458,good package poor,0
1459,better output without photoshop,1
1460,want know product suitable camara,1
1461,liked product delivery even quicker expected,1
1462,good,1
1463,nice camara beginner battery life changing also good,1
1464,nice camera beginner,1
1465,lovely,1
1466,good beginner,1
1467,like camera learn photography,1
1468,awesome experience beginner,1
1469,good camera beginers,1
1470,picture quality awesome,1
1471,good beginner,1
1472,external flash normal camera working canon,1
1473,awesome product,1
1474,good entry level dslr beginner enjoying photography camera,1
1475,liked alot,1
1476,value money good quality,1
1477,good,1
1478,camera good,1
1479,good,1
1480,amazing love perfect,1
1481,quality product thanks amazon,1
1482,better,1
1483,good quality,1
1484,best dslr beginner must,1
1485,good satisfactory,1
1486,good camera didnt received card,1
1487,overall good performance,1
1488,good,1
1489,best beginner,1
1490,,1
1491,good quality camera beigners,1
1492,amazing camera start,1
1493,good picture quality,1
1494,good camra photography,1
1495,nice result also good like,1
1496,good,1
1497,nice picture quality,1
1498,best camera beginnres,1
1499,nice camera,1
1500,autofocus,0
1501,product,1
1502,awesome product,1
1503,superb,1
1504,perfect beginner,1
1505,dsrl good,1
1506,good product,1
1507,camera best beginner good battery life good picture quality,1
1508,good,1
1509,,1
1510,youre tight budget dslr,1
1511,nice budget nikon,1
1512,excellent,1
1513,expectation,1
1514,nice product value money,1
1515,good product,1
1516,good company,1
1517,perfect beginner like much,1
1518,best budget,1
1519,camera auto focus picture quality camera battery backup,0
1520,price point product best canon,1
1521,nice product,1
1522,much expected,1
1523,good expectation,1
1524,best entry level dslr itexlpore world photography,1
1525,best quality camera,1
1526,bhaut,1
1527,best quality product,1
1528,nicegood beginner,1
1529,best camera,1
1530,nice,1
1531,superb best dslr price compared,1
1532,nice beginner,1
1533,photography started dslr large small love canon dslr,1
1534,best camera beginnersthumbs,1
1535,nice camera tarining photo graphy nice,1
1536,good,1
1537,good product price,1
1538,goood auto focus,1
1539,zoom lence battery found,1
1540,good,1
1541,camera quality good camera good week sticked,1
1542,best,1
1543,nice,1
1544,good product cannon entry level user,1
1545,good beginner also family program,1
1546,nice,1
1547,camera besti using easyly,1
1548,good,1
1549,really like,1
1550,product good good good,1
1551,good beginner,1
1552,good beginner,1
1553,like,1
1554,osam product really fabulous,1
1555,good beginner,1
1556,best beginner,1
1557,auto focusing take quite time though good budget purchase,1
1558,picture quality perfect,1
1559,nice,1
1560,please,1
1561,best picture quality ametures,1
1562,well good price,1
1563,best camera beginner,1
1564,nice value money,1
1565,good product good pricethanks amazon,1
1566,awesome dslr quality expected,1
1567,good product excellent auto focus good beginner,1
1568,good camera beginner,1
1569,best dslr beginner,1
1570,excellent purchase beginner,1
1571,product awesome deal amazon loved,1
1572,amazing dslr entry level,1
1573,camera totally outstanding beginner reasonable price,1
1574,good,1
1575,screen guardalso camera good,1
1577,excellent product nice click picture,1
1578,nice camera beginner,1
1579,,1
1580,amazing camera beginner,1
1581,super quality canon purchased free focal earphone,1
1582,plastic quality,0
1583,camera awesome amazing photo best beginner,1
1584,super camara affordable price,1
1585,best dslr photography,1
1586,incompatible useful,1
1587,perfect camera beginner,1
1588,nice camera,1
1589,lovely product,1
1590,super product,1
1591,good,1
1592,nice camer dont mistake take lense,1
1593,nice,1
1594,nice camera user friendly good quality picture,1
1595,bought time price camera awesome beginner good,1
1596,auto focus beginner perfect camera picture quality awesome,1
1597,good camera start,1
1598,nice,1
1599,awesome camerathis camera cannon best form beginner,1
1600,disadvantage battery need carry extra always,0
1601,none beat range value money happy purchase,1
1602,good beginner,1
1603,good,1
1604,mark beginner,1
1605,good product quality budget thank giving,1
1606,greate camera bigginers,1
1607,nice camera price range,1
1608,nice camera,1
1609,,0
1610,nice range,1
1611,,1
1612,awesome,1
1613,good,1
1614,nice aspect bettry performance also good,1
1615,carry cover,1
1616,excellent,1
1617,good picture quality good beginner,1
1618,good beginner,1
1619,nice product,1
1620,awesome product,1
1621,thing dont,1
1622,assom beginner happy camera,1
1623,nice love,1
1624,,1
1625,awesome camera beginner,1
1626,good beginner decent price,1
1627,good beginner,1
1628,best class,1
1629,nice product,1
1630,sorry,0
1631,perfect deal awesome product canon lover love,1
1632,good product,1
1633,picture quality good,1
1634,defective scratch lens,0
1635,great value money tele lens portrait,1
1636,good start beginning capture,1
1637,personal goodeasy operate,1
1638,good,1
1639,reason,1
1640,good working properly quality,1
1641,good,1
1642,good,1
1643,awesome product,1
1644,good camera biggnar,1
1645,satisfied product,1
1646,value money,1
1647,good price good product,1
1648,good,1
1649,budget level camera perfect camera train,1
1650,best choice beginnersits available cheap price compared market,1
1651,really amazing product happy,1
1652,must beginner,1
1653,camera excellent picture quality excellent good biggners,1
1654,recieved used camara,1
1655,wonderful camera useful beginner professional,1
1656,product beginner,1
1657,nice product,1
1658,good,1
1659,nice,1
1660,better experience beginner,1
1661,amazing product,1
1662,nice,1
1663,,1
1664,thanks amazon best price,1
1665,awesome happy dont think,1
1666,nice,1
1667,look photography,1
1668,everything good,1
1669,fiuonup,1
1670,recommended dslr beginner worth price,1
1671,best price thanks amazon,1
1672,brilliant entry level dslr autofocus,1
1673,biginers,1
1674,auto focus best beginner,1
1675,good,1
1676,good picture quality,1
1677,best,1
1679,awesome beginner,1
1680,nice,1
1681,good little expensive,1
1682,awesome,1
1683,bought single lensit useful beginner photography,1
1684,great dslr begginers easy could better term picture quality,1
1685,superb,1
1686,product money loss,0
1687,best option current price great beginner,1
1688,vgood proand marketing,1
1689,camera perfect beginner photographer,1
1690,great experience,1
1691,fantastic,1
1692,good dslr camera beginnershowever battery life could better,1
1693,earphone received,1
1694,video mode camera push option push video recording,1
1695,awesome nice,1
1696,nice camera,1
1697,overall good,1
1698,best budget dslr,1
1699,connecting cable camera laptop,1
1700,awesome,1
1701,best quality,1
1702,awesome,1
1703,good prodict,1
1704,friendly product,1
1705,best,1
1706,nice camera great quality,1
1707,perfect,1
1708,good product surely meet expectation,1
1709,good product easy useoverall price valued product,1
1710,nice product start photographyawsome,1
1711,worth money,1
1712,good,1
1713,product,1
1714,cary case mila,1
1715,good,1
1716,great beginner,1
1717,good product beginner picture also great,1
1718,love product,1
1719,nice product,1
1720,good,1
1721,best camera,1
1722,awesome product good using beginner good clarity,1
1723,wonderfull camera absolutely loved,1
1724,excellent composited camera range,1
1725,beginner blindly,1
1726,good camera beginner,1
1727,,1
1728,good dslr auto focus quality picture clear,1
1729,nice,1
1730,good product,1
1731,nice camera beginner,1
1732,super,1
1733,perfect beginner,1
1734,,0
1735,best beginner bought item,1
1736,zooming could better offer,1
1737,excellent camera beginner,1
1738,good,1
1739,liked product much please know accessory securely handle,1
1740,superb,1
1741,relly good,1
1742,nice dslr nice product,1
1743,super,1
1744,camera achha,1
1745,goood beginner,1
1746,good value money,1
1747,overall good product,1
1748,good,1
1749,wonderful beginner autofocus great picture quality,1
1750,,1
1751,high quality,1
1752,great camera,1
1753,nice camerasuper nice pixel,1
1754,good,1
1755,good product price,1
1756,beginner camera good auto focus good,1
1757,awesome product thanks amazon,1
1758,good quality image,1
1759,require improve battery capacity according nikon,1
1760,good,1
1761,value money,1
1762,better parformance,1
1763,camera worthless waste quality,0
1764,good,1
1765,good beginnersgood quality photo,1
1766,overall good,1
1767,good,1
1768,best camera price range convenient best choice beginner,1
1769,good,1
1770,good camera beginner,1
1771,product amazon corior facility good,1
1772,much satisfied,1
1773,nice canon provide movable screen,1
1774,could better lens,1
1775,best deal best camera best shopping platform,1
1776,nice,1
1777,good,1
1778,good,1
1779,,1
1780,damaged,0
1781,perfect using,1
1782,nice product must recommend beginner,1
1783,useful beginner,1
1784,comment,1
1785,product good fully satisfied,1
1786,auto focus take much time noise,1
1787,paisa usul,1
1788,good,1
1789,beginner product perfect,1
1790,nice bigineers,1
1791,think best camara beginner,1
1792,beginner,1
1793,best camera beginner better photography,1
1794,dlsr budget camera,1
1795,blur,1
1796,nice,1
1797,good,1
1798,good camera,1
1799,really good beginner,1
1800,product aswome help,1
1801,good photo quality,1
1802,good product,1
1803,,1
1804,camera kthanks amazongreatindiansale,1
1805,good beginner little average picture quality,1
1806,good beginner like learn photography,1
1807,good,1
1808,affordable easy,1
1809,excellent,1
1810,good,1
1811,good,1
1812,excellent camera price range,1
1813,super,1
1814,good beginner,1
1815,nice oneand great beginner,1
1816,payexcellent,1
1817,awsm,1
1818,perfect camera beginner,1
1819,amazingdecent camera budgeteasy cameragud pixel,1
1820,good starter think lens good,1
1821,good beginner,1
1822,awesome,1
1823,good,1
1824,nice product,1
1825,beginner great camera,1
1826,nice,1
1827,good quality product,1
1828,picture quality,0
1829,good picture quality easy haddling,1
1830,value money,1
1831,value money,1
1832,awesome picture quality,1
1833,good,1
1834,easy useexcellent quality,1
1835,,1
1836,thanks amazon fullfil desire amazing beginner,1
1837,nice,1
1838,useful easy learn beginner,1
1839,good product also best price,1
1840,highly helpfull beginner,1
1841,nice,1
1842,best dslr,1
1843,auto focus,1
1844,usefull everyone mainly shor film,1
1845,beginner picture quality okay,1
1846,good bigner,1
1847,good,1
1848,good,1
1849,fantastic product price,1
1850,good product,1
1851,best dslr,1
1852,product nicehighly preferred beginner,1
1853,started using canon month satisfied product quality,1
1854,good price,1
1855,good camera,1
1856,awesome,1
1857,super,1
1859,good product,1
1860,awesome camera thanks amazon,1
1861,good dslr camera video quality need improve,1
1862,best camera beginner,1
1863,super,1
1864,mast,1
1865,good,1
1866,photography good,1
1867,brought camera,1
1868,good range,1
1869,cost best product suggest purchase,1
1870,good,1
1871,getting bill,1
1872,nice,1
1873,worst,0
1874,amazing picture best beginner,1
1875,best entry level dslrgood canon,1
1876,,1
1877,nice camera quality,1
1878,nice canon good product,1
1879,nothing,1
1880,product performance expected,1
1881,good camera,1
1882,good quality,1
1883,nice camera,1
1884,overall good dslr camera beginner,1
1885,great product price range,1
1886,good beginner,1
1887,awesome camera,1
1888,good,1
1889,,0
1890,excellent product prompt delivery,1
1891,product good good light photography,1
1892,paisa vasul,1
1893,good product price,1
1894,good picture quality,1
1895,good,1
1896,awsome beginner,1
1897,best beginner,1
1898,good quality good beginner,1
1899,buying camra zoom lens helpful,1
1900,good camera beginers bought,1
1901,best camera among rangeoverall good performance,1
1902,cemara flash connecting,1
1903,like amazon service,1
1904,best camera beginner,1
1905,good camera beginner,1
1906,easy shoot,1
1907,auto focus,1
1908,superb picture quality,1
1909,great beginers,1
1910,excellant beginner,1
1911,good beginner casual photography,1
1912,awesome,1
1913,awesome beginner,1
1914,good starting,1
1916,user friendly,1
1917,great need improve performance,1
1918,good,1
1919,excellent beginner quality price,1
1920,best beginner camera,1
1921,nice camera,1
1922,amazing,1
1923,nice camera good delivery thanks amazon,1
1924,like pricing quality dislike focus quality,0
1925,amazing product affordable price,1
1926,best camera beginner also good product,1
